"PropId","Name","Price","Rate","property","carpet.area","status","floor","transaction","facing","overlooking","ownership","parking","bathroom","balcony","city","location","Rate_per_sqft","bedroom","carpet_area_sqft","total_area"
"96","3 BHK Flat for Sale in Sushant Lok 1 Block C, Gurgaon",19000000,"₹10053 per sqft ","Alleanza Landbase Pvt. Ltd.","1520 sqft","Ready to Move","2 out of 4","New Property","North","Garden/Park, Main Road","Freehold","2 Covered,",3,2,"Gurgaon"," Sushant Lok 1 Block C",10053,3,1520,1889.98308962499
"97","3 BHK Flat for Sale in Kanak Durga Apartment, Dwarka Sector 12, New Delhi",22500000,"₹12500 per sqft ","Prime Estates","1600 sqft","Ready to Move","2 out of 10","Resale","East","Garden/Park, Main Road","Freehold","1 Covered,",3,3,"Delhi"," Kanak Durga Apartment",12500,3,1600,1800
"98","2 BHK Flat for Sale in Unitech Harmony, Nirvana Country, Sector 50, Gurgaon",17500000,"₹9744 per sqft ","S S Properties","1500 sqft","Ready to Move","11 out of 19","Resale","East","Pool, Garden/Park, Main Road","Freehold","1 Covered",2,2,"Gurgaon"," Unitech Harmony",9744,2,1500,1795.97701149425
"99","2 BHK Flat for Sale in Raheja Shilas, Sector 109, Gurgaon",7000000,"₹4801 per sqft ","Parmar Properties","1100 sqft","Ready to Move","7 out of 14","Resale","North - East","Garden/Park","Freehold","1 Covered",2,2,"Gurgaon"," Raheja Shilas",4801,2,1100,1458.02957717142
"100","2 BHK Flat for Sale in DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road, New Delhi",13000000,"₹11304 per sqft ","Sai Associates","1100 sqft","Ready to Move","3 out of 3","Resale","North - West","Garden/Park, Main Road","Freehold","1 Open",2,3,"Delhi"," DDA Flats Sarita Vihar",11304,2,1100,1150.03538570418
"101","3 BHK Flat for Sale in Tata La Vida, Sector 113, Gurgaon",16200000,"₹10260 per sqft ","Taniya rawat","1105 sqft","Ready to Move","8 out of 13","New Property","North - East","Garden/Park, Pool, Main Road","Freehold","1 Covered",3,3,"Gurgaon"," Tata La Vida",10260,3,1105,1578.94736842105
"102","4 BHK Flat for Sale in Prem Milan Apartment, Dwarka Sector 18, New Delhi",26500000,"₹11042 per sqft ","Anand Properties","2200 sqft","Ready to Move","5 out of 10","Resale","South","Main Road, Garden/Park","Freehold","5 Covered",3,4,"Delhi"," Prem Milan Apartment",11042,4,2200,2399.927549357
"103","5 BHK Flat for Sale in Greater Kailash 1, New Delhi",165000000,"₹25385 per sqft ","Global Realitiez","4800 sqft","Ready to Move","Ground out of 4","New Property","North - West","Garden/Park","Freehold","1 Covered,",6,5,"Delhi"," Greater Kailash 1",25385,5,4800,6499.90151664369
"104","2 BHK Flat for Sale in DLF One Midtown, Moti Nagar, Kirti Nagar, New Delhi",32000000,"₹18286 per sqft ","Ashwani Jangra","1180 sqft","Poss. by Dec '24","7 out of 39","New Property","North","Main Road","Freehold","1 Open",2,2,"Delhi"," DLF One Midtown",18286,2,1180,1749.97265667724
"105","4 BHK Flat for Sale in Neeti Khand 2, Indirapuram, Ghaziabad",16000000,"₹7273 per sqft ","Realty Experts","2000 sqft","Ready to Move","Ground out of 3","Resale","East","Garden/Park, Main Road","Freehold","1 Covered",3,2,"Ghaziabad"," Neeti Khand 2",7273,4,2000,2199.91750309363
"106","3 BHK Flat for Sale in Shubham CGHS, Dwarka Sector 22, New Delhi",15500000,"₹9688 per sqft ","R K Property & Interior","1400 sqft","Ready to Move","4 out of 8","Resale","North - West","Garden/Park, Main Road","Freehold","1 Covered,",2,3,"Delhi"," Shubham CGHS",9688,3,1400,1599.91742361685
"107","3 BHK Flat for Sale in Sector 83, Gurgaon",12300000,"₹13810 per sqft ","LSG Landbase","1073 sqft","Ready to Move","18 out of 33","New Property","East","Garden/Park","Freehold","4 Covered",2,3,"Gurgaon"," Sector 83",13810,3,1073,890.658942795076
"108","2 BHK Flat for Sale in Emaar Emerald Estate, Sector 65, Gurgaon",14500000,"₹26154 per sqft ","Apex Propmart","1020 sqft","Ready to Move","9 out of 12","Resale","North - East","Garden/Park, Pool, Main Road","Freehold","2 Covered",2,2,"Gurgaon"," Emaar Emerald Estate",26154,2,1020,554.408503479391
"109","6 BHK Flat for Sale in Salcon The Verandas, Sector 54, Gurgaon",170000000,"₹15997 per sqft ","Aar Pee Ess Associates","5000 sqft","Ready to Move","Ground out of 17","Resale","North - East","Garden/Park, Pool, Main Road","Freehold","2 Covered",5,4,"Gurgaon"," Salcon The Verandas",15997,6,5000,10626.9925611052
"110","3 BHK Flat for Sale in Ireo The Grand Arch, Sector 58, Gurgaon",39000000,"₹24568 per sqft ","Yaxis Realty Solutions","5495 sqft","Ready to Move","5 out of 20","Resale","North - East","Garden/Park, Pool","Freehold","2 Covered",3,2,"Gurgaon"," Ireo The Grand Arch",24568,3,5495,1587.43080429827
"111","5 BHK Flat for Sale in Salcon The Verandas, Sector 54, Gurgaon",135000000,"₹10526 per sqft ","Iconic Realtors","1800 sqft","Ready to Move","3 out of 16","Resale","North - East","Garden/Park, Pool, Main Road","Freehold","1 Covered",5,4,"Gurgaon"," Salcon The Verandas",10526,5,1800,12825.3847615428
"112","3 BHK Flat for Sale in Dwarka Sector 8, New Delhi",20000000,"₹9149 per sqft ","Gupta Properties","1000 sqft","Ready to Move","2 out of 4","New Property","East","Main Road","Freehold","2 Covered",3,1,"Delhi"," Dwarka Sector 8",9149,3,1000,2186.03126024702
"113","2 BHK Flat for Sale in Central Park Flower Valley Flamingo Floor, Sohna Sector 32, Gurgaon",10000000,"₹14203 per sqft ","Sanskar Realty ","970 sqft","Ready to Move","1 out of 2","New Property","North - East","Garden/Park","Freehold","2 Covered",2,3,"Gurgaon"," Central Park Flower Valley Flamingo Floor",14203,2,970,704.076603534465
"114","3 BHK Flat for Sale in Smart World Orchard, Sector 61, Gurgaon",22000000,"₹9624 per sqft ","Gautam Realty","2900 sqft","Poss. by Aug '26","2 out of 4","New Property","North - East","Garden/Park, Main Road","Freehold","1 Covered,",3,3,"Gurgaon"," Smart World Orchard",9624,3,2900,2285.95178719867
"115","2 BHK Flat for Sale in M3M Antalya Hills Phase II, Sector 79, Gurgaon",11000000,"₹13594 per sqft ","Brothers & Company","1500 sqft","Ready to Move","1 out of 4","New Property","East","Garden/Park, Main Road","Freehold","2 Covered,",3,2,"Gurgaon"," M3M Antalya Hills Phase II",13594,2,1500,809.180520818008
"116","4 BHK Flat for Sale in Unitech Espace, Nirvana Country, Sector 50, Gurgaon",43500000,"₹14062 per sqft ","Krishana Properties","650 sqft","Ready to Move","1 out of 4","New Property","East","Garden/Park","Freehold","1 Covered,",5,2,"Gurgaon"," Unitech Espace",14062,4,650,3093.44332242924
"117","3 BHK Flat for Sale in DLF City Plot Phase 2, DLF City Phase 2, Gurgaon",22500000,"₹3200 per sqft ","Luxury Roof","1458 sqft","Ready to Move","1 out of 4","New Property","North - East","Main Road","Freehold","",3,2,"Gurgaon"," DLF City Plot Phase 2",3200,3,1458,7031.25
"118","2 BHK Flat for Sale in Uttam Nagar West, New Delhi",2400000,"₹8077 per sqft ","Preeti Buildtech","","Ready to Move","1 out of 4","New Property","North - East","Garden/Park, Main Road","Freehold","",2,1,"Delhi"," Uttam Nagar West",8077,2,NA,297.140027237836
"119","3 BHK Flat for Sale in Ansal Versalia, Sector 67A, Gurgaon",21000000,"₹9444 per sqft ","Aakash Estate","","Ready to Move","7 out of 7","Resale","North - East","Garden/Park, Main Road","Freehold","",3,2,"Gurgaon"," Ansal Versalia",9444,3,NA,2223.63405336722
"120","3 BHK Flat for Sale in Krishna Apartment, Dwarka Sector 9, New Delhi",17000000,"","Goodwill Associates","","","","Resale","","","","",2,1,"Delhi"," Krishna Apartment",NA,3,NA,NA
"121","3 BHK Flat for Sale in Godrej Meridien, Sector 106, Gurgaon",22500000,"₹12129 per sqft ","Premium Properties","1500 sqft","Ready to Move","18 out of 19","Resale","North - East","Garden/Park, Pool, Main Road","Freehold","1 Covered,",3,3,"Gurgaon"," Godrej Meridien",12129,3,1500,1855.05812515459
"122","4 BHK Villa for Sale in Sobha International City, Sector 109 Gurgaon",65000000,"₹26749 per sqft ","Solution Specialists","270 sqyrd","Ready to Move","1 out of 4","Resale","North - East","Garden/Park","Freehold","2 Open",5,4,"Gurgaon"," Sobha International City",26749,4,270,2429.99738307974
"124","4 BHK Flat for Sale in IREO Uptown, Badshahpur, Gurgaon",29000000,"₹14139 per sqft ","Real 2 Earth","1580 sqft","Ready to Move","2 out of 18","Resale","South - East","Pool, Garden/Park","Freehold","2 Covered",4,3,"Gurgaon"," IREO Uptown",14139,4,1580,2051.0644317137
"125","4 BHK Flat for Sale in Jaypee Greens Knights Court, Sector 128, Noida Express Way, Noida",27000000,"₹9153 per sqft ","JKM Infratech","2100 sqft","Ready to Move","2 out of 4","Resale","East","Garden/Park","Leasehold","1 Covered",4,2,"Noida"," Jaypee Greens Knights Court",9153,4,2100,2949.85250737463
"126","3 BHK Flat for Sale in Uninav Bliss, Garhi, Raj Nagar Extension, Ghaziabad",8560000,"₹4300 per sqft ","Gungun Properties","1650 sqft","Ready to Move","2 out of 4","New Property","North - East","Garden/Park, Pool, Main Road","Freehold","1 Covered",3,4,"Ghaziabad"," Uninav Bliss",4300,3,1650,1990.6976744186
"127","2 BHK Flat for Sale in Signature Global City 37D II, Sector 37D, Delhi Gurgaon Expressway, Gurgaon",9000000,"₹9000 per sqft ","Samagra Realty","800 sqft","Poss. by May '25","1 out of 4","New Property","North","Garden/Park, Main Road","Freehold","2 Covered",2,2,"Gurgaon"," Signature Global City 37D II",9000,2,800,1000
"128","4 BHK Flat for Sale in Ansal API Esencia, Sector 67, Gurgaon",20000000,"₹8000 per sqft ","Investors Boutique","1400 sqft","Ready to Move","Ground out of 4","New Property","East","Garden/Park","Freehold","2 Covered",4,2,"Gurgaon"," Ansal API Esencia",8000,4,1400,2500
"129","3 BHK Flat for Sale in Panchsheel Enclave, New Delhi",48000000,"₹30000 per sqft ","Dream Property TM","1100 sqft","Ready to Move","1 out of 4","New Property","North - East","Main Road","Freehold","2 Covered,",3,2,"Delhi"," Panchsheel Enclave",30000,3,1100,1600
"130","3 BHK Flat for Sale in Vasundhara, Ghaziabad",7600000,"₹5067 per sqft ","Demera Homes","2430 sqft","Ready to Move","4 out of 28","New Property","West","Garden/Park, Pool, Main Road","Freehold","1 Covered,",2,1,"Ghaziabad"," Vasundhara",5067,3,2430,1499.90132228143
"131","3 BHK Flat for Sale in DigiTown, Siddhartha Vihar, NH 24, Ghaziabad",8170000,"₹5719 per sqft ","Tripat Kaur","1400 sqft","Poss. by Dec '24","1 out of 4","New Property","North - East","Garden/Park, Main Road","Freehold","1 Covered,",2,3,"Ghaziabad"," DigiTown",5719,3,1400,1428.57142857143
"132","4 BHK Flat for Sale in Luxury Builder Floors, South City 2, Sector 49, Gurgaon",29500000,"₹11346 per sqft ","Sanjay Properties","3050 sqft","Ready to Move","2 out of 4","New Property","North","Garden/Park, Main Road","Freehold","3 Covered",4,2,"Gurgaon"," Luxury Builder Floors",11346,4,3050,2600.03525471532
"133","3 BHK Flat for Sale in DDA Indraprastha Apartment, Dwarka Sector 12, New Delhi",15000000,"₹9375 per sqft ","Dwarka Real Estates","1600 sqft","Ready to Move","4 out of 4","Resale","North","Garden/Park, Main Road","Freehold","2 Open",2,2,"Delhi"," DDA Indraprastha Apartment",9375,3,1600,1600
"134","4 BHK Flat for Sale in Sector 49, Gurgaon",46000000,"₹13529 per sqft ","Rajesh Kumar","1475 sqft","Ready to Move","6 out of 7","New Property","East","Garden/Park, Main Road","Freehold","2 Covered,",4,3,"Gurgaon"," Sector 49",13529,4,1475,3400.1034814103
"135","3 BHK Flat for Sale in Vrundavan Society, Dwarka Sector 6, New Delhi",18600000,"₹10333 per sqft ","Shree Balaji Realtors","3200 sqft","Ready to Move","9 out of 28","Resale","North - East","Garden/Park, Pool","Freehold","1 Covered,",2,1,"Delhi"," Vrundavan Society",10333,3,3200,1800.05806638924
"136","3 BHK Flat for Sale in DLF Capital Greens 1 and 2, New Moti Nagar, Kirti Nagar, New Delhi",29000000,"₹17313 per sqft ","Sharing Real Estate","1389 sqft","Ready to Move","4 out of 4","Resale","North - West","Garden/Park, Pool, Main Road","Freehold","2 Covered",3,4,"Delhi"," DLF Capital Greens 1 and 2",17313,3,1389,1675.0418760469
"137","4 BHK Flat for Sale in Malibu Town, Malibu Town, Sector 47, Gurgaon",63500000,"₹18143 per sqft ","Virendra Estate","2200 sqft","Ready to Move","16 out of 28","New Property","East","Garden/Park, Main Road","Freehold","3 Covered",4,3,"Gurgaon"," Malibu Town",18143,4,2200,3499.97244116188
"138","4 BHK Flat for Sale in DLF Crest, Sector 54, Gurgaon",104000000,"₹33376 per sqft ","Khushi Housing Solutions Pvt. Ltd.","2400 sqft","Ready to Move","4 out of 14","Resale","North","Garden/Park, Pool","Freehold","3 Covered",4,3,"Gurgaon"," DLF Crest",33376,4,2400,3116.01150527325
"139","3 BHK Flat for Sale in Aqua Front Towers, Sohna Sector 32, Gurgaon",16900000,"₹9447 per sqft ","Dream Nest Landbase","1800 sqft","Ready to Move","18 out of 42","Resale","North - East","Pool, Garden/Park, Main Road","Freehold","2 Covered",3,3,"Gurgaon"," Aqua Front Towers",9447,3,1800,1788.92770191595
"140","4 BHK Flat for Sale in M3M Latitude, Sector 65, Gurgaon",60000000,"₹20305 per sqft ","Aashiyana Properties","3700 sqft","Ready to Move","11 out of 26","Resale","North - East","Garden/Park","Freehold","3 Covered",5,5,"Gurgaon"," M3M Latitude",20305,4,3700,2954.93720758434
"141","2 BHK Flat for Sale in SS The Leaf, Sector 85, Gurgaon",11500000,"₹7012 per sqft ","Sushant Homes","4221 sqft","Ready to Move","2 out of 4","Resale","North - East","Garden/Park","Freehold","1 Covered",2,2,"Gurgaon"," SS The Leaf",7012,2,4221,1640.04563605248
"142","3 BHK Flat for Sale in Safdarjung Enclave, New Delhi",31000000,"₹22963 per sqft ","Global Property","1380 sqft","Ready to Move","12 out of 16","New Property","North - East","Garden/Park","Freehold","1 Covered,",3,3,"Delhi"," Safdarjung Enclave",22963,3,1380,1349.99782258416
"143","3 BHK Flat for Sale in Central Park 2, Sector 48, Gurgaon",50000000,"₹20292 per sqft ","Uma Shankar Mishra","","Ready to Move","Ground out of 4","Resale","North - East","Garden/Park","Freehold","4 Covered,",4,3,"Gurgaon"," Central Park 2",20292,3,NA,2464.02523161837
"144","3 BHK Flat for Sale in Tulip Monsella, Sector 53, Gurgaon",77500000,"₹27000 per sqft ","Elegant Homz","","Poss. by Jun '27","10 out of 20","New Property","North - West","Garden/Park","Freehold","2 Covered",3,3,"Gurgaon"," Tulip Monsella",27000,3,NA,2870.37037037037
"145","4 BHK Flat for Sale in Gulmohar Park, New Delhi",137000000,"₹30444 per sqft ","Future Properties Solutions Pvt. Ltd.","","Ready to Move","2 out of 4","New Property","North - East","Main Road","Freehold","3 Covered,",5,2,"Delhi"," Gulmohar Park",30444,4,NA,4500.0656943897
"146","4 BHK Flat for Sale in DLF Icon, DLF City Phase 5, Gurgaon",45000000,"₹17241 per sqft ","R S Propmart","","Ready to Move","Ground out of 4","Resale","East","Garden/Park, Main Road","Freehold","3 Open",4,2,"Gurgaon"," DLF Icon",17241,4,NA,2610.05742126327
"147","4 BHK Flat for Sale in Sushant Lok 2, Gurgaon",25100000,"₹12872 per sqft ","Samar Estate","","Ready to Move","5 out of 22","New Property","East","Garden/Park, Pool","Freehold","1 Covered",3,3,"Gurgaon"," Sushant Lok 2",12872,4,NA,1949.96892479801
"149","5 BHK Villa for Sale in Sobha International City, Sector 109 Gurgaon",60000000,"₹13333 per sqft ","Prime Realtors India","","Ready to Move","","New Property","North","","Freehold","",6,4,"Gurgaon"," Sobha International City",13333,5,NA,4500.11250281257
"150","3 BHK Flat for Sale in Assotech Blith, Sector 99, Gurgaon",13200000,"₹5500 per sqft ","First Option Estate","","Ready to Move","","New Property","","","","",4,NA,"Gurgaon"," Assotech Blith",5500,3,NA,2400
"151","4 BHK Flat for Sale in Sector 46, Gurgaon",36500000,"₹13519 per sqft ","Aaditya Property","1350 sqft","Ready to Move","4 out of 4","New Property","North - West","Garden/Park, Pool, Main Road","Freehold","1 Open",4,2,"Gurgaon"," Sector 46",13519,4,1350,2699.90383904135
"152","4 BHK Flat for Sale in Suncity, Sector 54, DLF Golf Course Road, Gurgaon",18000000,"₹13433 per sqft ","Vishwa Property","1782 sqft","Ready to Move","1 out of 2","Resale","North","Garden/Park, Main Road","Freehold","1 Covered",4,2,"Gurgaon"," Suncity",13433,4,1782,1339.98362242239
"153","3 BHK Flat for Sale in DGS Apartment, Dwarka Sector 22, New Delhi",15000000,"₹9677 per sqft ","Dev Associates","1100 sqft","Ready to Move","7 out of 7","Resale","North","Garden/Park, Main Road","Freehold","1 Covered",2,4,"Delhi"," DGS Apartment",9677,3,1100,1550.06716957735
"154","3 BHK Flat for Sale in Luxury Floors, DLF City Phase 1, Gurgaon",23000000,"₹12907 per sqft ","P N A Corp Serv","1420 sqft","Ready to Move","2 out of 4","New Property","North","Garden/Park, Main Road","Freehold","1 Covered",3,4,"Gurgaon"," Luxury Floors",12907,3,1420,1781.97877120942
"157","3 BHK Flat for Sale in RPS Auria Residences, Sector 88, Faridabad",8500000,"₹5431 per sqft ","Investors Junction","250 sqyrd","Ready to Move","Ground out of 14","Resale","East","Garden/Park","Freehold","1 Open",3,3,"Faridabad"," RPS Auria Residences",5431,3,250,1565.0893021543
"158","1 BHK Flat for Sale in Knowledge Park 3, Greater Noida",1600000,"₹3800 per sqft ","Property Bazar","1307 sqft","Ready to Move","2 out of 2","Resale","North - West","Pool, Garden/Park, Main Road","Leasehold","1 Covered",1,2,"Noida"," Knowledge Park 3",3800,1,1307,421.052631578947
"159","3 BHK Flat for Sale in Aditya White Cottage, NH 24, Ghaziabad",4700000,"₹3413 per sqft ","","1350 sqft","Ready to Move","2 out of 4","Resale","East","Garden/Park","Freehold","1 Open",2,2,"Ghaziabad"," Aditya White Cottage",3413,3,1350,1377.08760621154
"160","4 BHK Flat for Sale in Dlf City Phase 4, Sector 28, Gurgaon",28000000,"₹11523 per sqft ","","980 sqft","Ready to Move","3 out of 14","Resale","South","Garden/Park","Freehold","1 Covered,",4,3,"Gurgaon"," Dlf City Phase 4",11523,4,980,2429.92276316931
"161","3 BHK Flat for Sale in Mahagun Mansion 1 and 2, Indirapuram, Ghaziabad",8000000,"₹5634 per sqft ","","2050 sqft","Ready to Move","1 out of 4","Resale","North - East","Garden/Park","Freehold","2 Open",2,2,"Ghaziabad"," Mahagun Mansion 1 and 2",5634,3,2050,1419.95030173944
"163","3 BHK Flat for Sale in Godrej Tropical Isle, Sector 146, Noida",31500000,"₹19444 per sqft ","","145 sqyrd","Poss. by Nov '23","1 out of 3","Resale","South - East","Garden/Park","Freehold","1 Covered,",3,2,"Noida"," Godrej Tropical Isle",19444,3,145,1620.03702941782
"164","3 BHK Flat for Sale in Tagore Garden, Rajouri Garden, Najafgarh Road, New Delhi",18000000,"₹13333 per sqft ","","2800 sqft","Ready to Move","17 out of 25","Resale","North - East","Garden/Park, Main Road","Leasehold","1 Covered",2,4,"Delhi"," Tagore Garden",13333,3,2800,1350.03375084377
"165","4 BHK Flat for Sale in Panchsheel Greens 2, Noida Extension Block B, Noida",10500000,"₹5769 per sqft ","","640 sqft","Ready to Move","2 out of 7","New Property","East","Main Road","Freehold","2 Covered",4,2,"Noida"," Panchsheel Greens 2",5769,4,640,1820.07280291212
"166","2 BHK Flat for Sale in Delhi Rajdhani Apartments, Patparganj, New Delhi",11500000,"₹10952 per sqft ","","1500 sqft","Ready to Move","2 out of 4","Resale","North","Garden/Park","Freehold","1 Covered",2,2,"Delhi"," Delhi Rajdhani Apartments",10952,2,1500,1050.0365230095
"167","4 BHK Villa for Sale in Noida Extension Block A Noida",7320000,"₹3486 per sqft ","","876 sqft","Poss. by Dec '23","Ground out of 2","New Property","North","Garden/Park, Main Road, Pool","Freehold","1 Covered",3,2,"Noida"," Noida Extension Block A Noida",3486,4,876,2099.82788296041
